PMID,Title,Consumer Wearable Brand(s),Reviewer 1 Initial Decision,Reviewer 2 Initial Decision,Final Consensus Decision
37497048,Evidence for positive long- and short-term effects of vaccinations against COVID-19 in wearable sensor metrics,,Exclude,Exclude,Exclude
37498273,Association Between Wearable Device Measured Activity and Patient-Reported Outcomes for Heart Failure,Fitbit Versa 2,Include,Include,Include
37517653,Measurement of Physical Activity by Actigraphy in Infants and Young Children with Pulmonary Arterial Hypertension,FitBit Inspire series,Include,Include,Include
37544229,Depression deconstructed: Wearables and passive digital phenotyping for analyzing individual symptoms,Fitbit HR | Fitbit Charge 2,Include,Include,Include
37545628,Feasibility of wearable devices and machine learning for sleep classification in children with Rett syndrome: A pilot study,Empatica E4 wristband,Include,Include,Include
37547027,"Health Wearables, Gamification, and Healthful Activity",Fitbit Charge HR,Include,Include,Include
37547203,Feasibility of a wrist-worn wearable device for estimating mental health status in patients with mental illness,Fitbit Sense,Include,Include,Include
37550242,The impact of the COVID-19 pandemic on daily rhythms,Polar Ignite fitness tracker | Polar fitness trackers,Include,Include,Include
37554735,Validity of activity wristbands for estimating daily physical activity in primary schoolchildren under free-living conditions: School-Fit study,Fitbit Ace 2 | Garmin Vivofit Jr 2 | Xiaomi Mi Band 5,Include,Include,Include
37567865,Report of the ILAE SUDEP Task Force on national recommendations and practices around the world regarding the use of wearable seizure detection devices: A global survey,Empatica Embrace | Brain Sentinel SPEAC | EDDI SeizureLink | Danish Care EpiCare | NightWatch | Epihunter,Exclude,Exclude,Exclude
37578823,Challenges in Using mHealth Data From Smartphones and Wearable Devices to Predict Depression Symptom Severity: Retrospective Analysis,Fitbit Charge 2 | Fitbit Charge 3,Include,Include,Include
37595432,"Country differences in nocturnal sleep variability: Observations from a large-scale, long-term sleep wearable study",2nd Generation Oura ring,Include,Include,Include
37648192,Minute level smartphone derived exposure to greenness and consumer wearable derived physical activity in a cohort of US women,Fitbit Charge HR | Fitbit Charge 2 | Fitbit Charge 3,Include,Include,Include
37648537,Continuous Monitoring of Changes in Heart Rate during the Periprocedural Course of Carotid Artery Stenting Using a Wearable Device: A Prospective Observational Study,"Silmee W22 (TDK Corporation, Tokyo, Japan)",Exclude,Exclude,Exclude
37779789,Association Between Wearable Device Use and Levels of Physical Activity Among Older Adults in the US: Evidence From the 2019-2020 Health Information National Trends Survey,Fitbit | Apple Watch | Garmin Vivofit,Exclude,Exclude,Exclude
37835814,Wearable Devices and Explainable Unsupervised Learning for COVID-19 Detection and Monitoring,Fitbit Versa 2,Include,Include,Include
37849583,Assessing Adherence to Multi-Modal Oura Ring Wearables From COVID-19 Detection Among Healthcare Workers,Oura Ring Gen 2 | Oura Ring,Include,Include,Include
37910162,The Feasibility and Reliability of Upper Arm–Worn Apple Watch Heart Rate Monitoring for Surgeons During Surgery:Observational Study,Apple Watch Series 8,Include,Include,Include
37913676,Smartwatch-derived sleep and heart rate measures complement step counts in explaining established metrics of MS severity,Fitbit Versa 2 smartwatch,Include,Include,Include
37914808,A smartphone‑ and wearable‑based biomarker for the estimation of unipolar depression severity,Withings Steel HR smartwatch,Include,Include,Include
37914916,Experiences and facilitators of physical activity engagement amongst colorectal and endometrial cancer survivors: the Wearable Activity Technology and Action-Planning (WATAAP) trial,Fitbit Alta,Include,Include,Include
37915069,Variability of temperature measurements recorded by a wearable device by biological sex,Oura Ring,Include,Include,Include
37960670,Four Days Are Enough to Provide a Reliable Daily Step Count in Mild to Moderate Parkinson’s Disease through a Commercial Smartwatch,Garmin Vivosmart 4,Include,Include,Include
37968567,Modeling personalized heart rate response to exercise and environmental factors with wearables data,Apple Watch,Include,Include,Include
37988148,Exploring Variations in Sleep Perception: Comparative Study of Chatbot Sleep Logs and Fitbit Sleep Data,Fitbit Inspire 2,Include,Include,Include
37997790,Use Patterns of Smartphone Apps and Wearable Devices Supporting Physical Activity and Exercise: Large-Scale Cross-Sectional Survey,Smartwatches (unspecified brands),Exclude,Exclude,Exclude
38001287,Digital health application integrating wearable data and behavioral patterns improves metabolic health,Apple Watch | Fitbit,Include,Include,Include
38008740,"Association between sleep quality and nocturnal erection monitor by RigiScan in erectile dysfunction patients: a prospective study using ""tbit charge 2",Fitbit Charge 2™,Include,Include,Include
38042129,The frequency of using wearable activity trackers is associated with minutes of moderate to vigorous physical activity among cancer survivors: Analysis of HINTS data,,Exclude,Exclude,Exclude
38044969,"Association between fitness tracker use, physical activity, and general health of adolescents in Eastern Province of Saudi Arabia",,Exclude,Exclude,Exclude
38054461,Physical Activity Pattern of Adults With Metabolic Syndrome Risk Factors: Time-Series Cluster Analysis,Apple Watch | Samsung Galaxy Watch | Xiaomi Mi Band,Exclude,Include,Include
38071317,Using digital phenotyping to capture depression symptom variability: detecting naturalistic variability in depression symptoms across one year using passively collected wearable movement and sleep data,Fitbit | Garmin,Include,Include,Include
38077241,"Associations between glycemic variability, sleep quality, and daily steps in subjects without diabetes using wearable devices",Fitbit Inspire 2,Include,Include,Include
38090797,"Comparison of Polysomnography, Single-Channel Electroencephalogram, Fitbit, and Sleep Logs in Patients With Psychiatric Disorders: cross-sectional study",Fitbit Sense,Include,Include,Include
38109848,Commercially available wearable health monitor in dogs is unreliable for tracking energy intake and expenditure,FitBark 2 (FitBark Inc),Exclude,Exclude,Exclude
38137574,Heart Rate and Heart Rate Variability in Healthy Preterm-Born Young Adults and Association with Vitamin D: A Wearable Device Assessment,"Oura Ring Generation 2 (Oura sleep tracer, Oura Health Oy, Oulu, Finland)",Include,Include,Include
38156452,Characteristics and Attitudes of Wearable Device Users and Nonusers in a Large Health Care System,Apple wearable devices | Fitbit devices,Include,Include,Include
38167434,Home‑based monitoring of persons with advanced Parkinson’s disease using smartwatch‑smartphone technology,Apple Watch Series 4,Include,Include,Include
38182602,Machine Learning in the Parkinson’s disease smartwatch (PADS) dataset,Apple Watch Series 4,Include,Include,Include
38188255,Evaluation of atrial fibrillation using wearable device signals and home blood pressure data in the Michigan Predictive Activity & Clinical Trajectories in Health (MIPACT) Study: A Subgroup Analysis (MIPACT-AFib),Apple Watch Series 3 | Apple Watch Series 4,Include,Include,Include
38215534,Lower cardiac rehabilitation enrolment occurs in acute coronary syndrome patients who report low levels of physical activity at four weeks post-event: A prospective observational study using physical activity tracker data,Fitbit Flex activity tracker,Include,Include,Include
38219375,Advancing a U.S. navy shipboard infrastructure for sleep monitoring with wearable technology,Oura Ring Generation 2 | ReadiBand version 4,Exclude,Exclude,Exclude
38222103,Data-efficient machine learning methods in the ME-TIME study: Rationale and design of a longitudinal study to detect atrial fibrillation and heart failure from wearables,Fitbit Inspire 2 | Fitbit Charge 5 | Fitbit fitness tracker,Include,Include,Include
38272363,Investigating the association of anxiety disorders with heart rate variability measured using a wearable device,Empatica E4 wristband,Include,Include,Include
38295026,Wearable-derived maternal heart rate variability as a novel digital biomarker of preterm birth,WHOOP Strap version 3.0 | WHOOP Strap version 4.0,Include,Include,Include
38307840,Physical and mental health in adolescence: novel insights from a transdiagnostic examination of FitBit data in the ABCD study,Fitbit Charge HR2,Include,Include,Include
38386373,Investigating the Feasibility of Using a Wearable Device to Measure Physiologic Health Data in Emergency Nurses and Residents: observational cohort Study,WHOOP band,Include,Include,Include
38438323,Sleep architecture of elite soccer players surrounding match days as measured by WHOOP straps,"WHOOP strap (Generation 4.0 hardware, Generation 4.0 algorithm)",Include,Exclude,Include
38475061,Missing Data Statistics Provide Causal Insights into Data Loss in Diabetes Health Monitoring by Wearable Sensors,Fitbit Charge HR | Fitbit Charge 2,Include,Include,Include
38496326,Accuracy of Apple Watch to Measure Cardiovascular Indices in Patients with Chronic Diseases: A Cross Sectional Study,Apple Watch Series 8,Include,Include,Include
38533307,Visually assessing work performance using a smartwatch via day-to-day fluctuations in heart rate variability,Apple Watch model A2473,Include,Include,Include
38539648,Timing of Deep and REM Sleep Based on Fitbit Sleep Staging in Young Healthy Adults under Real-Life Conditions,Fitbit Inspire multisensory (motion and heartrate) sleep tracking device,Include,Include,Include
38546663,Physical Activity Using a Wearable Device as an Alternative to Performance Status in Patients With Advanced Lung Cancer,amuelink (Sony),Exclude,Exclude,Exclude
38602898,Predicting stress in first-year college students using sleep data from wearable devices,Oura ring,Include,Include,Include
38644642,Testing the reliability and validity of the Korean version of the Pittsburgh Sleep Quality Index using Fitbit devices: a cross-sectional analysis,Fitbit (unspecified model),Include,Include,Include
38665889,COVID-19 surveillance based on consumer wearable devices,"AMAZFIT smartwatch (Huami, China) | Glory Bracelet 5 (Huawei, China) | Huawei wristband (unspecified model)",Exclude,Include,Exclude
38696234,Harnessing Consumer Wearable Digital Biomarkers for Individualized Recognition of Postpartum Depression Using the All of Us Research Program Data Set: cross-sectional study,Fitbit,Include,Include,Include
38696237,Assessment of Stress and Well-Being of Japanese Employees Using Wearable Devices for Sleep Monitoring Combined With Ecological Momentary Assessment: Pilot Observational Study,Fitbit Inspire 2,Include,Include,Include
38704288,Wearable electrocardiogram devices in patients with congenital long QT syndrome: The SMART-QT study,Apple Watch Series 6 | KardiaMobile 6L,Exclude,Exclude,Exclude
38732998,Are Gait Patterns during In-Lab Running Representative of Gait Patterns during Real-World Training? An Experimental Study,Garmin Forerunner 245 | Garmin HRM-Run | Garmin HRM-Tri | Stryd v2 foot pod,Exclude,Exclude,Exclude
38793101,Deciphering the Link: Correlating REM Sleep Patterns with Depressive Symptoms via Consumer Wearable Technology,Apple Watch,Include,Include,Include
38794059,Combining Different Wearable Devices to Assess Gait Speed in Real-World Settings,Samsung Galaxy A14 smartphone | Samsung Galaxy Watch 5 smartwatch,Include,Include,Include
38819909,"Characterizing Longitudinal Patterns in Cognition, Mood, And Activity in Depression With 6-Week High-Frequency Wearable Assessment: Observational Study",Apple Watch,Include,Include,Include
38832585,Cardiac Health Assessment Using a Wearable Device Before and After Transcatheter Aortic Valve Implantation: prospective study,"Philips Health Watch (DL8791, Philips)",Exclude,Exclude,Exclude
38857078,Defining Activity Thresholds Triggering a “Stand Hour” for Apple Watch Users: cross-sectional study,Apple Watch Series 3 | Apple Watch Series 4 | Apple Watch Series 5 | Apple Watch Series 6 | Apple Watch Series 7 | Apple Watch SE,Include,Include,Include
